,X,X,X,X,X,X,X,X,X,X,X,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Magnitude,Magnitude,Magnitude,Magnitude,Magnitude,Magnitude,Magnitude,Magnitude,Magnitude,Magnitude,Magnitude,Magnitude,MODE
ACC-GPS,MEAN,STD,VAR,MIN,MAX,ACF-MEAN,ACF-STD,ACV-MEAN,ACV-STD,SKEW,KURTOSIS,STD-ERR,MEAN,STD,VAR,MIN,MAX,ACF-MEAN,ACF-STD,ACV-MEAN,ACV-STD,SKEW,KURTOSIS,STD-ERR,MEAN,STD,VAR,MIN,MAX,ACF-MEAN,ACF-STD,ACV-MEAN,ACV-STD,SKEW,KURTOSIS,STD-ERR,MEAN,STD,VAR,MIN,MAX,ACF-MEAN,ACF-STD,ACV-MEAN,ACV-STD,SKEW,KURTOSIS,STD-ERR,
0.0,0.16457885173753994,0.07590306868407269,0.005761275835659057,0.11090727715816386,0.21825042631691602,0.25,0.75,0.0007201594794573822,0.0021604784383721463,-3.506285437680388e-16,-1.9999999999999998,0.05367157457937608,-0.00525233193217645,0.08821611080989418,0.007782082206423528,-0.06763054209575652,0.057125878231403616,0.25,0.75,0.000972760275802941,0.002918280827408823,0.0,-2.0,0.06237821016358007,0.20207513154219367,0.07459707815677392,0.0055647240695278375,0.14932703172083595,0.2548232313635514,0.25,0.75,0.0006955905086909797,0.002086771526072939,0.0,-2.0,0.052748099821357725,0.27834009953782357,0.0076123929020364784,5.794852569497535e-05,0.2729573248957372,0.2837228741799099,0.25,0.75,7.243565711871919e-06,2.173069713561576e-05,-1.544447407782637e-14,-2.0,0.005382774642086335,0.0
1.0,0.016819740970527394,9.734012667831221e-06,9.47510026174987e-11,0.016812857984161815,0.016826623956892973,0.25,0.75,1.1843875327187337e-11,3.553162598156201e-11,0.0,-2.0,6.882986365579213e-06,1.0472899658545596,0.002244681658125478,5.0385957463249455e-06,1.045702736232494,1.0488771954766252,0.25,0.75,6.298244682906182e-07,1.8894734048718546e-06,0.0,-2.0,0.001587229622065589,0.4656266683971974,0.004555006590937986,2.0748085043488495e-05,0.46240579234839574,0.4688475444459991,0.25,0.75,2.593510630436062e-06,7.780531891308185e-06,0.0,-2.0,0.0032208760488016686,1.146260290608259,0.0039013205645961027,1.5220302147740455e-05,1.1435016403814506,1.1490189408350675,0.25,0.75,1.9025377684675569e-06,5.707613305402671e-06,0.0,-2.0,0.0027586502268084345,0.0
0.0,-0.42580846863559696,0.07590306868407269,0.005761275835659056,-0.479480043214973,-0.37213689405622086,0.24999999999999994,0.75,0.0007201594794573818,0.002160478438372146,1.4901713110141656e-15,-1.9999999999999996,0.053671574579376075,-0.795376327337524,0.735134256749118,0.5404223754460782,-1.3151947453673578,-0.2755579093076901,0.25,0.75,0.06755279693075977,0.20265839079227932,0.0,-2.0,0.5198184180298339,-1.222123563634465,0.3356868517054827,0.11268566240793873,-1.4594900128305748,-0.9847571144383552,0.25,0.75,0.014085707800992341,0.04225712340297702,-6.485482035389486e-16,-2.0,0.23736644919610977,1.6226893372780762,0.08759372546250362,0.007672660740400454,1.5607512200141471,1.6846274545420052,0.25,0.75,0.0009590825925500568,0.0028772477776501703,0.0,-2.0,0.06193811726392906,1.0
1.0,0.0162443233103651,5.382336416328849e-06,2.896954529853967e-11,0.016240517423786488,0.016248129196943715,0.25,0.75,3.621193162317459e-12,1.0863579486952376e-11,1.367366405645576e-12,-2.0,3.8058865786134294e-06,1.016256218581411,0.0017626947990187734,3.107092954487834e-06,1.0150098051358627,1.0175026320269596,0.24999999999999994,0.75,3.883866193109792e-07,1.1651598579329378e-06,2.672029724982077e-13,-1.9999999999999998,0.0012464134455484333,0.35843591349307846,0.0012754018454625953,1.626649867409394e-06,0.357534068199414,0.3593377587867429,0.25,0.75,2.0333123342617426e-07,6.099937002785227e-07,0.0,-2.0,0.0009018452936644383,1.0777376695818255,0.0012380444661875354,1.5327541002575797e-06,1.0768622399443737,1.078613099219277,0.25,0.75,1.9159426253219746e-07,5.747827875965923e-07,-3.805114357687946e-13,-2.0,0.0008754296374516857,0.0
1.0,0.020094180025408154,7.787210134263014e-06,6.06406416751686e-11,0.020088673636315692,0.020099686414500616,0.25,0.75,7.580080209396074e-12,2.2740240628188222e-11,0.0,-2.0,5.506389092461983e-06,0.13586960900732206,0.003594244863624337,1.2918596139689929e-05,0.13332809409100838,0.13841112392363575,0.25,0.75,1.614824517461241e-06,4.8444735523837234e-06,0.0,-2.0,0.0025415149163136863,0.7350207411189675,0.011660816872801164,0.00013597465014100432,0.7267752984340353,0.7432661838038997,0.25,0.75,1.699683126762554e-05,5.099049380287662e-05,0.0,-2.0,0.008245442684932214,0.7477538645729878,0.010809372543757755,0.00011684253478974401,0.740110483946925,0.7553972451990506,0.25,0.75,1.4605316848718002e-05,4.381595054615401e-05,2.1814320136566886e-14,-1.9999999999999998,0.00764338062606279,0.0
0.0,0.5402798737931724,0.5313214807885089,0.28230251594729383,0.16457885173753994,0.915980895848805,0.25000000000000006,0.75,0.035287814493411736,0.10586344348023519,4.579638122684587e-16,-2.0,0.37570102205563255,0.015540404789016873,0.3528644432395767,0.12451331530277644,-0.2339724358653034,0.26505324544333714,0.25,0.75,0.015564164412847055,0.04669249323854117,0.0,-2.0,0.24951284065432028,-3.2661124317120773,0.018649269539193453,0.00034779525434548876,-3.2792994566674167,-3.252925406756738,0.25,0.75,4.3474406793186095e-05,0.00013042322037955828,0.0,-2.0,0.01318702495533941,3.340353243062813,0.10253085002192742,0.010512575206218976,3.267852983731487,3.4128535023941384,0.25,0.75,0.0013140719007773722,0.003942215702332116,-9.246448477344875e-15,-2.0,0.07250025933132576,1.0
0.0,0.8354735339797409,0.03795153434203636,0.0014403189589147654,0.8086377466900528,0.8623093212694289,0.25,0.75,0.00018003986986434568,0.000540119609593037,0.0,-2.0,0.02683578728968805,1.3670682916665848,0.02940537026996481,0.0008646758007137303,1.3462755549453915,1.3878610283877784,0.25,0.75,0.00010808447508921629,0.0003242534252676489,1.6018220263859132e-14,-2.0,0.020792736721193417,-1.8814748114014368,0.4848810080190307,0.23510959193755132,-2.224337460240262,-1.5386121625626115,0.25,0.75,0.029388698992193915,0.08816609697658175,0.0,-2.0,0.34286264883882533,2.4817806474053663,0.364173907664061,0.13262263502331204,2.224270807764905,2.7392904870458272,0.25,0.75,0.016577829377914004,0.04973348813374201,-2.539737194587231e-15,-2.0,0.25750983964046115,1.0
1.0,0.017270617065627825,1.0421119444381387e-05,1.0859973047406383e-10,0.017263248221401146,0.0172779859098545,0.25,0.75,1.3574966309257979e-11,4.0724898927773937e-11,-7.062372494721747e-13,-1.9999999999999998,7.368844226677065e-06,1.1747941662921515,0.0007849500276880929,6.161465459675379e-07,1.1742391228046807,1.1753492097796223,0.25,0.75,7.701831824594223e-08,2.310549547378267e-07,0.0,-2.0,0.0005550434874708188,0.14444090881069677,0.006923610018225706,4.793637568447535e-05,0.13954517721651824,0.14933664040487526,0.25,0.75,5.992046960559419e-06,1.7976140881678257e-05,-8.515584870060494e-15,-2.0,0.004895731594178512,1.1837760521806602,0.0016236409360861808,2.6362098893348093e-06,1.1826279646645417,1.184924139696779,0.25,0.75,3.295262361668512e-07,9.885787085005535e-07,2.9004345555426226e-13,-2.0,0.0011480875161186122,0.0
1.0,0.03194465813917833,1.2482439774041697e-05,1.5581130271257814e-10,0.03193583172136835,0.03195348455698831,0.25,0.75,1.9476412839072268e-11,5.84292385172168e-11,0.0,-2.0,8.82641780997756e-06,-0.3944500992584251,0.0029194632608749273,8.523265731598463e-06,-0.39651447152761476,-0.39238572698923546,0.25,0.75,1.065408216449808e-06,3.196224649349424e-06,0.0,-2.0,0.0020643722691896516,0.04279006071051665,0.004190606063662921,1.756117918080844e-05,0.03982685474561914,0.04575326667541417,0.25,0.75,2.195147397601055e-06,6.5854421928031645e-06,3.4335121193438125e-15,-2.0,0.002963205964897516,0.3980575094036257,0.0033444856000262816,1.1185583928783157e-05,0.39569260095626635,0.40042241785098504,0.25,0.75,1.3981979910978946e-06,4.194593973293684e-06,-3.5209977214853456e-14,-2.0,0.002364908447359343,1.0
1.0,-0.009571005352370536,5.4510470939842324e-05,2.971391442083395e-09,-0.00960955007601777,-0.0095324606287233,0.24999999999999994,0.75,3.714239302604243e-10,1.1142717907812732e-09,6.755478035865276e-14,-2.0,3.854472364723475e-05,-0.3255468059716983,0.0015423579491414857,2.37886804327993e-06,-0.32663741773655325,-0.3244561942068434,0.25,0.75,2.9735850540999125e-07,8.920755162299737e-07,0.0,-2.0,0.0010906117648549207,0.03505995819339269,0.002733003954562775,7.469310615655768e-06,0.0331274325641117,0.03699248382267368,0.25,0.75,9.33663826956971e-07,2.800991480870913e-06,-5.4440006664270675e-15,-2.0,0.0019325256292809893,0.32757546019354034,0.001241889179938859,1.5422887352492119e-06,0.32669731193292334,0.3284536084541573,0.25,0.75,1.927860919061515e-07,5.783582757184544e-07,-9.481966655631135e-14,-2.0,0.0008781482606169677,1.0
1.0,0.017191341257958404,1.3055028754502214e-05,1.704337757808796e-10,0.01718210995859751,0.0172005725573193,0.25,0.75,2.130422197260995e-11,6.391266591782986e-11,5.637585142859197e-13,-2.0,9.231299360893883e-06,0.504769038469498,0.0011705395149734252,1.3701627561142214e-06,0.5039413420408135,0.5055967348981826,0.25,0.75,1.7127034451427767e-07,5.13811033542833e-07,0.0,-2.0,0.0008276964286845212,0.6738240961917361,0.0038262055363878643,1.4639848806685146e-05,0.6711185603107428,0.6765296320727295,0.24999999999999994,0.75,1.829981100835643e-06,5.48994330250693e-06,6.156557451521888e-14,-2.0,0.0027055358809933705,0.8420968839731873,0.0037630078197873214,1.4160227851780529e-05,0.8394360356261577,0.8447577323202169,0.25,0.75,1.7700284814725661e-06,5.3100854444176985e-06,0.0,-2.0,0.0026608483470296207,0.0
1.0,0.012166842187396885,4.466194047592023e-06,1.994688927074642e-11,0.012163684111299738,0.012170000263494032,0.25,0.75,2.4933611588433024e-12,7.480083476529906e-12,0.0,-2.0,3.1580760971473137e-06,-0.0797891298876946,0.0008813473995094162,7.767732386220104e-07,-0.08041233661046884,-0.07916592316492037,0.24999999999999994,0.75,9.709665482775129e-08,2.9128996448325393e-07,-3.3427070500371954e-14,-1.9999999999999998,0.0006232067227742374,0.045366761549557974,0.0020042029000127025,4.016829264419327e-06,0.04394957608808525,0.0467839470110307,0.25,0.75,5.021036580524158e-07,1.5063109741572475e-06,7.265412728534673e-15,-2.0,0.001417185461472726,0.09260049827714426,0.00022307215175563106,4.97611848888873e-08,0.09244276244594397,0.09275823410834454,0.25,0.75,6.220148111110912e-09,1.8660444333332736e-08,0.0,-2.0,0.00015773583120028134,1.0
0.0,-1.3113894491953022,1.7837221140757082,3.181664580242714,-2.57267145181064,-0.05010744657996439,0.24999999999999994,0.75,0.3977080725303392,1.1931242175910177,-3.319899094282894e-16,-1.9999999999999998,1.2612820026153377,-0.21317969914411003,0.02940537026996473,0.0008646758007137257,-0.2339724358653034,-0.19238696242291667,0.25,0.75,0.00010808447508921571,0.0003242534252676471,0.0,-2.0,0.02079273672119336,-2.6858833336771424,0.317037582166289,0.10051282850584645,-2.9100627579179124,-2.461703909436372,0.25,0.75,0.012564103563230806,0.03769231068969242,3.0024626867194606e-15,-1.9999999999999998,0.2241794242407702,3.1811395870255645,1.001028594842353,1.0020582476920556,2.4733054794508957,3.8889736946002333,0.25,0.75,0.12525728096150696,0.37577184288452087,0.0,-2.0,0.7078341075746688,1.0
1.0,-0.0052229823770800245,4.179899557361888e-05,1.7471560309634107e-09,-0.005252538730296917,-0.005193426023863132,0.25,0.75,2.1839450387042634e-10,6.55183511611279e-10,0.0,-2.0,2.9556353216892393e-05,-0.6178112837427296,0.003663100129211048,1.3418302556625997e-05,-0.6204014866842601,-0.6152210808011992,0.25,0.75,1.6772878195782497e-06,5.031863458734749e-06,0.0,-2.0,0.0025902029415304506,-5.134446100133258,0.0,0.0,-5.134446100133258,-5.134446100133258,0.25,0.75,0.0,0.0,0.0,-3.0,0.0,5.1714854182616214,0.00043765431508935846,1.9154129951633546e-07,5.171175949927606,5.171794886595636,0.25,0.75,2.3942662439541933e-08,7.18279873186258e-08,-4.304927783668437e-12,-2.0,0.0003094683340152393,1.0
1.0,0.021696539251314637,1.5116349084157618e-05,2.2850400963411283e-10,0.021685850378370446,0.021707228124258827,0.25,0.75,2.8563001204264103e-11,8.56890036127923e-11,0.0,-2.0,1.0688872944190908e-05,-2.028546814397696,0.004613302794306872,2.128256267195959e-05,-2.031808912087217,-2.0252847167081747,0.25,0.75,2.6603203339949488e-06,7.980961001984846e-06,0.0,-2.0,0.0032620976895212372,-0.02214280043332463,0.0023686034272877416,5.610282195759235e-06,-0.02381765597870149,-0.020467944887947773,0.25,0.75,7.012852744699045e-07,2.103855823409713e-06,-3.0811037957103945e-15,-2.0,0.0016748555453768594,2.0287844018111425,0.004586749185117055,2.1038268087171963e-05,2.0255410803587446,2.032027723263541,0.25,0.75,2.6297835108964953e-06,7.889350532689486e-06,2.0540750624163407e-13,-2.0,0.00324332145239814,1.0
1.0,0.023952134371469536,1.0879190628749799e-05,1.1835678873667746e-10,0.023944441622002124,0.023959827120936944,0.25,0.75,1.4794598592084683e-11,4.438379577625405e-11,-6.765613596612903e-13,-2.0,7.692749467410123e-06,-0.7180307148488618,0.006362226540208609,4.047792654893481e-05,-0.7225294883788884,-0.7135319413188353,0.25000000000000006,0.75,5.059740818616852e-06,1.5179222455850552e-05,-3.706620441396802e-14,-2.0,0.004498773530026534,0.020243928368905095,0.007652411072775777,5.855939522674132e-05,0.014832856606918321,0.02565500013089187,0.25,0.75,7.319924403342665e-06,2.1959773210027995e-05,5.01212275564866e-16,-2.0,0.005411071761986775,0.7187346886408821,0.006571895842499011,4.318981496465579e-05,0.7140876565253994,0.7233817207563649,0.24999999999999994,0.75,5.3987268705819726e-06,1.6196180611745922e-05,3.587254688816866e-14,-1.9999999999999998,0.00464703211548273,1.0
1.0,0.021577018217484135,7.329138949894602e-06,5.371627774686215e-11,0.021571835733632406,0.021582200701335864,0.25,0.75,6.714534718357769e-12,2.0143604155073308e-11,0.0,-2.0,5.182483851728925e-06,-2.1678432545427815,0.005894010734219255,3.47393625350918e-05,-2.172010949501334,-2.1636755595842287,0.25,0.75,4.342420316886475e-06,1.3027260950659424e-05,0.0,-2.0,0.004167694958552737,-0.07973206418589815,0.007288010545500737,5.311509771132995e-05,-0.0848854658639808,-0.07457866250781552,0.25,0.75,6.639387213916244e-06,1.991816164174873e-05,-3.964808380088655e-15,-2.0,0.0051534016780826405,2.1694220695569584,0.006157502306014978,3.791483464857977e-05,2.1650680579212036,2.1737760811927136,0.24999999999999994,0.75,4.739354331072471e-06,1.4218062993217415e-05,1.5296777450179658e-13,-2.0,0.004354011635754995,1.0
0.0,-0.21112217031809263,0.07590306868407269,0.0057612758356590564,-0.2647937448974687,-0.15745059573871656,0.25,0.75,0.0007201594794573821,0.0021604784383721463,0.0,-2.0,0.053671574579376075,0.5145660860976575,0.5292966648593651,0.280154959431247,0.14029682511617703,0.8888353470791379,0.25,0.75,0.03501936992890588,0.10505810978671763,-4.632397436106804e-16,-1.9999999999999996,0.37426926098148044,-0.36496694153740195,0.9511127464988676,0.9046154565526192,-1.037505214259713,0.30757133118490915,0.25,0.75,0.1130769320690774,0.3392307962072322,0.0,-2.0,0.672538272722311,1.0179157339379257,0.05770789700250421,0.003330201376451635,0.97711008863944,1.0587213792364112,0.25,0.75,0.0004162751720564544,0.0012488255161693632,-4.088965033761388e-15,-1.9999999999999998,0.04080564529848557,1.0
1.0,0.022244020084463703,6.882519545135645e-05,4.736907528917417e-09,0.02219535332204356,0.022292686846883847,0.25,0.75,5.921134411146771e-10,1.7763403233440313e-09,0.0,-2.0,4.866676242014367e-05,-2.4635353692890716,0.006499937071382031,4.224918193192642e-05,-2.4681315188695314,-2.4589392197086113,0.25,0.75,5.281147741490803e-06,1.5843443224472407e-05,1.4490091614326378e-13,-2.0,0.004596149580460063,-0.1816405823699824,0.014393820827363964,0.0002071820780102566,-0.19181855068419562,-0.17146261405576918,0.25,0.75,2.5897759751282075e-05,7.769327925384622e-05,0.0,-2.0,0.01017796831421322,2.470342265216434,0.007539763288814122,5.684803045134913e-05,2.4650108474663726,2.4756736829664963,0.24999999999999994,0.75,7.106003806418641e-06,2.1318011419255927e-05,1.2497749702372707e-13,-2.0,0.005331417750061851,1.0
1.0,0.03172594112537333,2.977462698394682e-06,8.865284120331742e-12,0.03172383574130856,0.03172804650943809,0.25,0.75,1.1081605150414677e-12,3.324481545124403e-12,-4.9436337918607804e-12,-2.0,2.105384064764876e-06,-0.7298813801866157,0.006486166018264603,4.207034961649049e-05,-0.7344677921620324,-0.7252949682111991,0.25,0.75,5.258793702061311e-06,1.5776381106183933e-05,0.0,-2.0,0.004586411975416649,-0.05512457117305354,0.0009110013181875933,8.299234017395327e-07,-0.05576874638281387,-0.05448039596329321,0.25,0.75,1.0374042521744158e-07,3.1122127565232477e-07,0.0,-2.0,0.0006441752097603309,0.7326480028618014,0.006393258007989294,4.087374795671923e-05,0.728127286770477,0.7371687189531259,0.25,0.75,5.109218494589904e-06,1.532765548376971e-05,0.0,-2.0,0.004520716091324428,1.0
1.0,0.017873485694942244,1.0993708424841904e-05,1.2086162493043983e-10,0.01786571196916465,0.017881259420719837,0.25,0.75,1.510770311630498e-11,4.532310934891494e-11,0.0,-2.0,7.773725777593388e-06,1.0373868215254751,0.0016525263740801296,2.7308434170304204e-06,1.0362183089202734,1.0385553341306768,0.25,0.75,3.4135542712880255e-07,1.0240662813864076e-06,0.0,-2.0,0.001168512605201677,0.2728894456369066,0.00528380764548803,2.7918623234517755e-05,0.2691532294202967,0.2766256618535165,0.25,0.75,3.4898279043147194e-06,1.0469483712944158e-05,0.0,-2.0,0.003736216216609911,1.072834945839901,0.0002541026841194074,6.456817407668735e-08,1.0726552681088424,1.0730146235709594,0.25,0.75,8.07102175958592e-09,2.421306527875776e-08,0.0,-2.0,0.00017967773105853624,0.0
1.0,0.024517753898099653,3.2294018497975544e-05,1.0429036307475866e-09,0.02449491857862797,0.024540589217571334,0.25,0.75,1.3036295384344833e-10,3.9108886153034496e-10,-2.2783022224712866e-13,-2.0,2.283531947168231e-05,0.10226513400272991,0.00016525263740801492,2.7308434170304853e-08,0.10214828274220973,0.10238198526325007,0.25,0.75,3.4135542712881066e-09,1.024066281386432e-08,-1.7815113659173699e-13,-2.0,0.00011685126052016909,0.08607863480641084,0.002368603427287739,5.610282195759223e-06,0.08440377926103398,0.0877534903517877,0.25,0.75,7.012852744699029e-07,2.103855823409709e-06,0.0,-2.0,0.0016748555453768577,0.135906858070448,0.0013816693710221489,1.9090102508207406e-06,0.1349298702888405,0.1368838458520555,0.25,0.75,2.386262813525926e-07,7.158788440577777e-07,0.0,-2.0,0.0009769877816075134,1.0
0.0,0.43293672463442034,0.07590306868407269,0.005761275835659056,0.37926515005504424,0.4866082992137964,0.24999999999999994,0.75,0.0007201594794573818,0.002160478438372146,-1.4901713110141656e-15,-1.9999999999999996,0.053671574579376075,0.22346777200095044,0.11762148107985888,0.013834812811419602,0.14029682511617703,0.30663871888572386,0.25,0.75,0.0017293516014274502,0.005188054804282351,0.0,-2.0,0.08317094688477342,0.20207513154219367,0.11189561723516091,0.012520629156437639,0.12295298181015707,0.28119728127423027,0.25,0.75,0.0015650786445547049,0.004695235933664115,0.0,-2.0,0.0791221497320366,0.5411192215213647,0.053939937892325575,0.0029095168998279405,0.50297792566092,0.5792605173818093,0.25,0.75,0.00036368961247849256,0.0010910688374354777,-4.335431321709136e-15,-2.0,0.038141295860444624,0.0
1.0,-0.0010913281025992034,3.5500516788553054e-05,1.2602866922543372e-09,-0.001116430758756016,-0.0010662254464423905,0.25,0.75,1.5753583653179215e-10,4.726075095953765e-10,1.2866520236720956e-14,-2.0,2.510265615681274e-05,0.5523664519213805,0.006045492318509949,3.65479773731628e-05,0.5480916433073509,0.5566412605354101,0.25,0.75,4.56849717164535e-06,1.370549151493605e-05,3.8967104662214564e-14,-2.0,0.004274808614029568,0.07203561523363565,0.013118418981901329,0.00017209291658470908,0.0627594922130869,0.0813117382541844,0.25,0.75,2.1511614573088635e-05,6.453484371926591e-05,0.0,-2.0,0.009276123020548754,0.5571119903970805,0.007690162580385205,5.913860051275683e-05,0.551674224288063,0.5625497565060978,0.25,0.75,7.392325064094604e-06,2.217697519228381e-05,-3.0619754089462765e-14,-2.0,0.005437766109017417,1.0
1.0,0.017673717137720125,1.2253404181857492e-05,1.5014591404396266e-10,0.017665052672530514,0.017682381602909737,0.25,0.75,1.8768239255495332e-11,5.6304717766485994e-11,0.0,-2.0,8.664465189611031e-06,0.44173752102390984,0.0014321895242028024,2.0511668332362496e-06,0.4407248100994017,0.44275023194841795,0.24999999999999994,0.75,2.5639585415453114e-07,7.691875624635936e-07,-8.223068773394604e-14,-1.9999999999999998,0.0010127109245081367,0.6273146460470402,0.006194808963675564,3.837565809643512e-05,0.6229342546206701,0.6316950374734105,0.25,0.75,4.79695726205439e-06,1.439087178616317e-05,3.802758133141796e-14,-2.0,0.0043803914263702,0.7674444237357744,0.005887761431948605,3.466573467954149e-05,0.7632811477012349,0.7716076997703138,0.25,0.75,4.333216834942686e-06,1.2999650504828059e-05,0.0,-2.0,0.004163276034539476,0.0
0.0,-0.29162953218715676,0.18975767171018174,0.03600797397286911,-0.42580846863559696,-0.15745059573871656,0.25,0.75,0.004500996746608639,0.013502990239825916,0.0,-2.0,0.1341789364484402,0.2442605087221438,0.4410805540494709,0.19455205516058818,-0.06763054209575652,0.5561515595400441,0.25,0.75,0.024319006895073523,0.07295702068522057,2.287080791312159e-16,-2.0,0.31189105081790036,-0.03529131765391612,0.3356868517054827,0.11268566240793873,-0.2726577668500259,0.20207513154219367,0.25,0.75,0.014085707800992341,0.04225712340297702,0.0,-2.0,0.23736644919610977,0.5612207057556968,0.07225818249064406,0.005221244936851219,0.5101264549203474,0.6123149565910463,0.25,0.75,0.0006526556171064024,0.001957966851319207,0.0,-2.0,0.051094250835349464,1.0
1.0,0.013744422662387288,6.561869716077756e-05,4.305813417077838e-09,0.013698023236652276,0.0137908220881223,0.25,0.75,5.382266771347297e-10,1.6146800314041891e-09,0.0,-2.0,4.639942573501227e-05,-0.18021305069973717,0.0033463659075123097,1.1198164786960683e-05,-0.1825792887252706,-0.17784681267420374,0.25,0.75,1.3997705983700854e-06,4.199311795110256e-06,0.0,-2.0,0.002366238025533429,-0.1603828004478915,0.00036440052727504125,1.3278774427832807e-07,-0.16064047053179564,-0.16012513036398737,0.24999999999999994,0.75,1.6598468034791006e-08,4.979540410437303e-08,-1.6167473196245074e-13,-1.9999999999999998,0.00025767008390413515,0.24164065428277004,0.002741278279823844,7.514606607433972e-06,0.2397022778219872,0.24357903074355286,0.25,0.75,9.393258259292465e-07,2.8179774777877397e-06,-2.1522622067185735e-14,-2.0,0.001938376460782834,1.0
1.0,-0.01218127671112814,1.1451779609210315e-07,1.3114325621792517e-14,-0.012181357687438324,-0.012181195734817957,0.25,0.75,1.6392907027240646e-15,4.917872108172194e-15,0.0,-2.0,8.097631018326445e-08,-0.8242095602415228,0.0,0.0,-0.8242095602415228,-0.8242095602415228,0.25,0.75,0.0,0.0,0.0,-3.0,0.0,-0.07367681721415105,0.0001822002636375108,3.3196936069578445e-08,-0.07380565225610311,-0.07354798217219899,0.25,0.75,4.149617008697306e-09,1.2448851026091917e-08,0.0,-2.0,0.00012883504195206064,0.8275856889516264,1.6222284498835946e-05,2.6316251436117305e-10,0.827574218064251,0.827597159839002,0.25,0.75,3.289531429514663e-11,9.86859428854399e-11,1.451785794583981e-11,-2.0,1.1470887375464311e-05,1.0
0.0,0.3524293627653562,0.2656607403942544,0.07057562898682343,0.16457885173753994,0.5402798737931724,0.25,0.75,0.008821953623352929,0.026465860870058786,0.0,-2.0,0.18785051102781625,-3.040991893226406,2.9699423972664367,8.82055784308071,-5.141058302066935,-0.9409254843858774,0.25,0.75,1.1025697303850888,3.3077091911552663,-2.876884236296538e-16,-2.0,2.100066408840529,-1.7891656367140607,1.4732922935962853,2.1705901823702027,-2.830940608185876,-0.7473906652422455,0.25,0.75,0.27132377279627534,0.813971318388826,0.0,-2.0,1.0417749714718152,3.5533165285056905,3.309910966015094,10.955510602946974,1.2128560393127008,5.89377701769868,0.25,0.75,1.3694388253683718,4.108316476105116,0.0,-2.0,2.3404604891929894,1.0
1.0,0.012380619646280708,9.504977075644562e-06,9.034458920852865e-11,0.012373898612535498,0.01238734068002592,0.25,0.75,1.1293073651066082e-11,3.3879220953198243e-11,0.0,-2.0,6.72103374521095e-06,-0.022911778829501964,0.00709209235542735,5.029777397791106e-05,-0.02792664542682592,-0.01789691223217801,0.25,0.75,6.287221747238883e-06,1.8861665241716647e-05,0.0,-2.0,0.005014866597323954,0.04085753508123566,0.006923610018225701,4.7936375684475286e-05,0.03596180348705715,0.04575326667541417,0.25,0.75,5.992046960559411e-06,1.7976140881678233e-05,2.0866002661737682e-15,-2.0,0.004895731594178509,0.0485240686696342,0.009175990913291257,8.419880924080372e-05,0.042035663270739806,0.055012474068528584,0.25,0.75,1.0524851155100466e-05,3.1574553465301394e-05,-1.5504450430517247e-15,-2.0,0.006488405398894389,1.0
0.0,0.030399915289099744,0.5692730151305452,0.32407176575582197,-0.37213689405622086,0.43293672463442034,0.25,0.75,0.040508970719477747,0.12152691215843324,0.0,-2.0,0.4025368093453206,-0.2547651725864967,0.9703772189088358,0.9416319469772465,-0.9409254843858774,0.43139513921288397,0.25,0.75,0.11770399337215581,0.35311198011646744,0.0,-2.0,0.6861603117993806,0.2548232313635514,0.41028392986225665,0.16833290310321714,-0.035291317653916125,0.5449377803810189,0.25,0.75,0.021041612887902142,0.06312483866370643,0.0,-2.0,0.2901145490174675,0.8807237786812436,0.3797585044176067,0.1442165216774974,0.6121939649942925,1.1492535923681948,0.25,0.75,0.018027065209687176,0.054081195629061524,0.0,-2.0,0.26852981368695117,1.0
1.0,0.017545774567630564,9.504977075647015e-06,9.034458920857529e-11,0.01753905353388535,0.017552495601375777,0.25,0.75,1.129307365107191e-11,3.387922095321573e-11,0.0,-2.0,6.7210337452126845e-06,0.9651824801290536,0.002740439570349611,7.5100090387379606e-06,0.9632446967254275,0.9671202635326798,0.25,0.75,9.387511298422451e-07,2.8162533895267353e-06,0.0,-2.0,0.0019377834036261588,0.5216699116463461,0.012025217400076225,0.000144605853519096,0.5131667988775098,0.5301730244151825,0.25,0.75,1.8075731689887e-05,5.4227195069660994e-05,1.9632759728662534e-14,-2.0,0.008503112768836363,1.0973001413192378,0.008127571296256826,6.605741517573787e-05,1.0915530805410774,1.103047202097398,0.25000000000000006,0.75,8.257176896967236e-06,2.4771530690901702e-05,-5.79407327433508e-14,-2.0,0.00574706077816034,0.0
1.0,0.01660070005148166,7.787210134263014e-06,6.06406416751686e-11,0.016595193662389197,0.01660620644057412,0.25,0.75,7.580080209396074e-12,2.2740240628188222e-11,0.0,-2.0,5.506389092461983e-06,1.150343040028306,0.0021758263925388058,4.734220490468434e-06,1.1488044984314572,1.1518815816251549,0.25,0.75,5.917775613085542e-07,1.7753326839256626e-06,2.1645395214399872e-13,-1.9999999999999998,0.0015385415968488525,0.2553678799314256,0.0060126087000381126,3.6151463379774e-05,0.25111632354700747,0.25961943631584383,0.25,0.75,4.51893292247175e-06,1.3556798767415248e-05,1.9632759728662534e-14,-2.0,0.004251556384418181,1.1784725507412346,0.0008211043039671363,6.742122779933555e-07,1.177891942319838,1.1790531591626312,0.25,0.75,8.427653474916943e-08,2.528296042475083e-07,0.0,-2.0,0.0005806084213966223,0.0
